date,India vs South Africa,Cameron Boyce,Copa America,Bangladesh vs India,iPhone 11,Game of Thrones,Avengers: Endgame,Joker,Notre Dame,ICC Cricket World Cup,Coronavirus,Election results,Kobe Bryant,Zoom,IPL,India vs New Zealand,Coronavirus update,Coronavirus symptoms,Joe Biden,Google Classroom,Australia vs India,India vs England,NBA,Euro 2021,Copa América,T20 World Cup,Squid Game,DMX,Wordle,Ukraine,Queen Elizabeth,Ind vs SA,World Cup,India vs West Indies,iPhone 14,Jeffrey Dahmer,Indian Premier League
2022-10-02,79,0,0,3,18,5,0,5,1,2,0,2,0,15,1,0,0,0,2,20,1,2,23,0,0,3,2,1,33,9,3,100,2,1,30,73,2
2022-10-09,46,0,0,1,17,6,1,5,2,2,0,0,0,15,1,1,0,0,2,19,3,1,21,0,0,6,2,1,36,9,2,53,3,0,29,45,2
2022-10-16,2,0,0,1,16,5,1,6,2,7,0,0,0,15,1,7,0,0,2,19,16,1,43,0,0,30,2,1,32,7,2,2,8,1,26,25,4
2022-10-23,2,0,0,1,17,6,0,8,2,11,0,0,0,15,1,0,0,0,2,18,1,0,53,0,1,67,2,1,34,7,2,4,18,0,26,16,2
2022-10-30,32,0,0,48,17,5,0,8,2,13,0,0,0,15,1,0,0,0,2,19,0,0,51,0,1,100,1,1,36,6,1,33,25,0,25,11,2
2022-11-06,1,0,0,2,17,4,1,5,2,11,0,10,0,16,1,1,0,0,3,18,0,21,44,0,1,75,1,1,33,6,2,2,22,0,24,7,3
2022-11-13,0,0,0,0,18,4,1,5,2,5,0,3,0,16,2,13,0,0,3,18,0,1,44,0,1,17,1,1,36,7,2,1,16,0,25,5,2
2022-11-20,0,0,1,0,18,3,0,4,2,2,0,1,0,14,1,65,0,0,2,10,1,1,42,0,2,2,1,1,31,5,2,1,92,0,26,4,2
2022-11-27,0,0,1,1,18,3,0,4,2,2,0,0,0,14,1,26,0,0,1,17,1,0,42,0,1,1,1,1,31,5,2,0,100,1,24,3,1
2022-12-04,0,0,1,100,17,3,0,4,1,2,0,1,0,14,1,1,0,0,1,15,2,1,42,0,1,1,1,1,33,5,1,1,75,1,23,3,2
2022-12-11,0,0,1,67,18,3,1,5,1,1,0,0,0,14,1,0,0,0,1,15,4,0,46,0,2,1,1,1,32,5,1,1,44,0,26,2,2
2022-12-18,0,0,3,47,18,3,1,5,1,1,0,0,0,12,8,0,1,0,1,8,1,0,46,0,3,1,1,1,33,5,1,1,26,0,27,2,3
2022-12-25,0,0,1,12,22,4,1,6,2,1,0,0,0,10,3,0,1,0,1,3,0,0,56,0,1,0,2,1,34,5,1,1,3,0,31,3,3
2023-01-01,0,0,1,1,20,3,1,6,1,1,0,0,0,12,1,1,0,0,1,9,0,0,56,0,1,1,2,1,31,5,1,2,2,0,27,3,3
2023-01-08,0,0,0,1,17,3,1,5,1,1,0,0,0,14,1,1,0,0,2,15,0,0,52,0,1,1,1,1,33,5,1,1,2,0,23,2,3
2023-01-15,1,0,0,0,17,3,0,5,1,2,0,0,0,15,1,34,0,0,2,15,0,0,53,0,1,1,1,1,31,5,1,1,2,0,24,2,3
2023-01-22,1,0,1,0,16,3,0,5,1,1,0,0,1,15,1,32,0,0,2,14,0,0,54,0,1,1,1,1,33,6,1,1,2,1,23,2,2
2023-01-29,3,0,0,0,16,3,0,5,1,2,0,0,0,15,1,27,0,0,1,15,1,1,54,0,0,1,1,1,31,5,1,3,2,1,23,1,2
2023-02-05,0,0,0,1,15,3,0,5,1,1,0,0,0,15,1,1,0,0,2,16,29,0,70,0,0,1,1,1,32,5,1,0,2,0,22,1,3
2023-02-12,0,0,0,0,15,3,0,6,1,3,0,0,0,15,3,1,0,0,2,14,19,1,53,0,0,5,1,1,32,5,1,0,2,2,22,1,4
2023-02-19,0,0,0,0,15,3,1,5,1,4,0,0,0,15,2,0,0,0,4,12,11,0,45,0,0,6,1,1,35,7,1,0,3,0,22,1,4
2023-02-26,0,0,0,1,14,3,0,5,1,2,0,1,0,15,3,0,0,0,2,15,21,0,57,0,1,2,1,1,31,5,1,1,1,0,21,1,5
2023-03-05,0,0,0,0,16,3,0,5,1,1,0,0,0,13,7,0,0,0,2,14,1,0,64,0,0,0,1,1,30,5,1,0,1,0,21,1,7
